iter	Logloss	F1
126	0.3946400251	0.1782382564
127	0.3945596538	0.1782987329
128	0.3945121219	0.1790650658
129	0.3944539373	0.1797715747
130	0.3944000446	0.1803190832
131	0.3942962645	0.1802143446
132	0.3942470575	0.1803562593
133	0.3941901945	0.1806791955
134	0.3941179896	0.1803940968
135	0.3940645781	0.1808440488
136	0.3940125423	0.1807541727
137	0.3939640477	0.1815560773
138	0.3938896717	0.1827908317
139	0.3938376429	0.1824616271
140	0.3937965759	0.1825886612
141	0.3937433285	0.18293987
142	0.3936531413	0.183336075
143	0.3935695247	0.1844560437
144	0.3935187035	0.1846343468
145	0.3934583683	0.1844472744
146	0.3933546241	0.1849312256
147	0.3933090851	0.1857353907
148	0.3932909535	0.1862640519
149	0.3932076724	0.1872438105
150	0.3931824949	0.1873770492
151	0.3931255452	0.1877611207
152	0.3930687826	0.187991481
153	0.3929971086	0.1891316802
154	0.3929379253	0.1892057777
155	0.3928544112	0.1899075816
156	0.3927928987	0.1904917631
157	0.3927470073	0.1909198643
158	0.3926596821	0.191052094
159	0.392604886	0.1915189149
160	0.392567756	0.1918804117
161	0.39252753	0.1924474383
162	0.3924751579	0.1924238713
163	0.3924238623	0.1923893516
164	0.3923759006	0.1921286846
165	0.3923347361	0.1924631527
166	0.3922719262	0.1922841396
167	0.3922240747	0.192521228
168	0.3921787662	0.1925714286
169	0.3921140234	0.1928900861
170	0.3920704131	0.1929559646
171	0.3920283276	0.1940115852
172	0.3919690831	0.1943481629
173	0.3919348037	0.1943719413
174	0.3918814435	0.194274529
175	0.3918352219	0.194463696
176	0.39180059	0.1943980104
177	0.391733455	0.1949887961
178	0.3916930351	0.1957734435
179	0.3916465425	0.1960991897
180	0.3915944514	0.1962715728
181	0.3915435637	0.1963290057
182	0.3914880104	0.1971853901
183	0.3914563698	0.197609173
184	0.3913901004	0.1975850714
185	0.3913210704	0.198098643
186	0.3912886044	0.1985129809
187	0.3912465865	0.1986190089
188	0.3911959739	0.1989035533
189	0.3911586806	0.1993180158
190	0.3911234717	0.1993018347
191	0.3910703502	0.1996024179
192	0.3910270269	0.1998053054
193	0.3909984543	0.2000486736
194	0.3909516216	0.2005110111
195	0.3908919881	0.2007703223
196	0.39083299	0.2010946686
197	0.3907743367	0.2013455459
198	0.3907278335	0.2020259319
199	0.3906735848	0.2026321118
200	0.3906303567	0.2027284136
201	0.390595344	0.2030029544
202	0.3905632357	0.2030921159
203	0.3905155423	0.2033843413
204	0.3904902338	0.2032704606
205	0.3904520651	0.2035530735
206	0.3904041248	0.2041344715
207	0.3903395492	0.2042549749
208	0.390275606	0.2049809978
209	0.3902201171	0.2048109966
210	0.3901791705	0.2046575564
211	0.3900973853	0.2054722548
212	0.39005271	0.2054556476
213	0.3900304383	0.2056089873
214	0.3899852712	0.2054246332
215	0.3899094514	0.2052567732
216	0.3898657655	0.2053542543
217	0.3898387152	0.2056195674
218	0.3897965456	0.206054727
219	0.389732827	0.2059156295
220	0.3897070475	0.2063504888
221	0.3896484292	0.2066179144
222	0.3895954976	0.2065371096
223	0.3895524405	0.2069049061
224	0.3895250822	0.2072668551
225	0.3895012691	0.2079903148
226	0.3894466541	0.208092952
227	0.3894191036	0.2080374435
228	0.3893725837	0.2085181899
229	0.389349641	0.2085988546
230	0.3893199082	0.2089732737
231	0.3893040749	0.2093088858
232	0.3892773091	0.2094531974
233	0.3892576694	0.2094616377
234	0.3892069734	0.2093426303
235	0.3891528138	0.2099665633
236	0.3891130457	0.2099665633
237	0.3890531961	0.2098223279
238	0.389019386	0.2095637111
239	0.3889740545	0.2099073701
240	0.3889066468	0.2101913394
241	0.3888447972	0.210623817
242	0.3888030218	0.2106789079
243	0.3887585912	0.2109714838
244	0.3887209675	0.2110985825
245	0.3886939272	0.2112511577
246	0.3886771917	0.2113402062
247	0.388639108	0.2117722844
248	0.3886162479	0.2118906734
249	0.3885787885	0.2120090148
250	0.3885514462	0.2123516395
251	0.3885157572	0.2124577499
252	0.3884595709	0.2125844866
253	0.3884304054	0.2127197393
254	0.3884042596	0.2127111826
255	0.388341639	0.2124783781
256	0.3883165565	0.2127574003
257	0.3882425565	0.2135766247
258	0.3882188596	0.2138379942
259	0.3881953276	0.2139127641
260	0.3881737403	0.2142799775
261	0.3881140116	0.2143316195
262	0.3880751712	0.2143832865
263	0.38803029	0.2143488391
264	0.3880044636	0.2143660614
265	0.3879618367	0.2152091865
266	0.3879281489	0.2154068484
267	0.3878828828	0.2155130882
268	0.3878553395	0.2155390484
269	0.3878082459	0.2155823293
270	0.3877384145	0.2158059594
271	0.3877072803	0.2163073588
272	0.3876823964	0.2163789643
273	0.3876220276	0.2163702782
274	0.3875564023	0.2166285278
275	0.3875281909	0.2168084765
276	0.3874701964	0.2168452309
277	0.3874222192	0.2170772811
278	0.3873620162	0.2170685712
279	0.3873409871	0.2172290655
280	0.387283023	0.2173895598
281	0.3872543007	0.2172831581
282	0.3871954708	0.2175691937
283	0.3871595811	0.2176145023
284	0.3871360579	0.2176772538
285	0.3870693069	0.2180797755
286	0.3870419873	0.218222632
287	0.3870008254	0.2185884333
288	0.3869612525	0.2190605963
289	0.3869291663	0.2189628917
290	0.3868602388	0.2194799471
291	0.3868120731	0.2193910256
292	0.3867820686	0.2199351247
293	0.3867686087	0.2200328407
294	0.3867320613	0.2197212432
295	0.3866831517	0.2198365647
296	0.3866502973	0.2203708896
297	0.3866218881	0.2204156822
298	0.3865611213	0.2203084318
299	0.3865402088	0.2202283196
300	0.3865136348	0.220388544
301	0.3864784451	0.2209320948
302	0.3864641849	0.2204245094
303	0.3864440084	0.2207360538
304	0.3864119622	0.2211280573
305	0.3863662301	0.2219555129
306	0.3863039376	0.2219643929
307	0.3862641977	0.2219110115
308	0.3862473655	0.2216086435
309	0.386213924	0.2221422286
310	0.3861796181	0.2222755449
311	0.3861442841	0.2224444089
312	0.3861031156	0.2225243961
313	0.3860625477	0.2226221902
314	0.3860049064	0.2234395618
315	0.3859507739	0.2234927235
316	0.3859036668	0.223794675
317	0.3858748523	0.2243625609
318	0.385849096	0.2245044757
319	0.385831418	0.2241138153
320	0.3858027417	0.2243446292
321	0.3857823121	0.2244066171
322	0.3857409994	0.2244066171
323	0.3857121753	0.2244694033
324	0.3857023188	0.2248062016
325	0.3856814562	0.2247083267
326	0.3856574221	0.2248851608
327	0.3856207603	0.2244245524
328	0.3856129006	0.2249740353
329	0.3855912931	0.2248322148
330	0.3855544569	0.2249560633
331	0.385532577	0.2256029388
332	0.3854931555	0.2257188498
333	0.38547525	0.225931398
334	0.3854494832	0.2258695739
335	0.3854248971	0.2258785942
336	0.3853910801	0.2264633075
337	0.3853395474	0.2266757156
338	0.3853217378	0.2266320623
339	0.3852917412	0.2268172927
340	0.3852547957	0.2266230137
341	0.3852074618	0.2267646119
342	0.3851459953	0.2273652288
343	0.385098223	0.227595563
344	0.3850802557	0.2277188223
345	0.3850407602	0.2276753651
346	0.3850124182	0.2278440605
347	0.3849825505	0.2280470776
348	0.3849749063	0.2282591352
349	0.3849563657	0.2282591352
350	0.384910892	0.2283458287
351	0.3848653935	0.2285577575
352	0.3848161176	0.2289905916
353	0.384791177	0.2290952571
354	0.3847450503	0.2293252561
355	0.3846950668	0.2295526075
356	0.3846753288	0.2296231376
357	0.3846463771	0.229764181
358	0.3846345234	0.2299940251
359	0.3845969771	0.2306191519
360	0.3845672684	0.2309009117
361	0.3845412238	0.2311977716
362	0.3845220836	0.2312681549
363	0.3844806394	0.2316476346
364	0.3844415542	0.2312529852
365	0.3844158513	0.2315957023
366	0.3843809765	0.2316233534
367	0.3843691809	0.2318160115
368	0.3843402813	0.2321250945
369	0.3843085694	0.2320973902
370	0.3842892012	0.2322991249
371	0.3842290143	0.2324064129
372	0.3841984588	0.2322991249
373	0.3841691836	0.2323083655
374	0.3840993307	0.2328374831
375	0.384069918	0.2333346583
376	0.3840377224	0.2330444462
377	0.3840002918	0.2334750984
378	0.3839644074	0.2335824455
379	0.38392062	0.2335215075
380	0.3838655558	0.2336155161
381	0.3838434826	0.23354531
382	0.3838117389	0.2335876649
383	0.3837752703	0.233914875
384	0.3837487268	0.2337559115
385	0.3837224216	0.2338962845
386	0.3836691573	0.2337889383
387	0.3836534642	0.2341397529
388	0.383626322	0.2341490545
389	0.3836171373	0.2340087406
390	0.3835802787	0.2348129913
391	0.3835600572	0.2346634902
392	0.3835418789	0.2347801914
393	0.3835102734	0.2347895155
394	0.3834806859	0.2352473989
395	0.383448245	0.2353081321
396	0.383431177	0.2354669632
397	0.3834227103	0.2354576137
398	0.3834014077	0.235677135
399	0.3833855428	0.2358310843
400	0.383348467	0.2359992062
401	0.3833191983	0.2358591672
402	0.3832881477	0.2357704215
403	0.3832536495	0.2361298516
404	0.383234009	0.2364191897
405	0.3832014203	0.2362323441
406	0.383190786	0.2363116966
407	0.3831493899	0.2363722923
408	0.3831138098	0.236204229
409	0.383055674	0.2363210729
410	0.3829863592	0.2366990676
411	0.3829786099	0.2368295779
412	0.3829468307	0.2368295779
413	0.3829249149	0.2369788568
414	0.3828704327	0.2368243645
415	0.3828309496	0.2371322072
416	0.3828227583	0.2372720063
417	0.3827906118	0.2373795455
418	0.3827493098	0.2375892149
419	0.3827312141	0.2378271213
420	0.3827008636	0.2381537729
421	0.3826582638	0.2382141866
422	0.3826418375	0.2382047419
423	0.3825983457	0.2384462941
424	0.3825660965	0.2384048204
425	0.3825189257	0.2385917615
426	0.3824949211	0.2385219253
427	0.3824864296	0.2384520836
428	0.3824633943	0.238410596
429	0.3824335017	0.2387503469
430	0.3824165655	0.2389278776
431	0.3823879675	0.2391786903
432	0.3823453088	0.2393657086
433	0.3823265707	0.2396353547
434	0.3823181207	0.2397558849
435	0.3822759326	0.2400475342
436	0.3822406765	0.2400570433
437	0.3821916291	0.2395370958
438	0.3821697093	0.2400855751
439	0.3821574958	0.2402345298
440	0.3821260471	0.240453177
441	0.3821147241	0.2404722288
442	0.3820811709	0.2406717896
443	0.3820649287	0.2408712871
444	0.3820197466	0.2409314114
445	0.3820014599	0.2407730081
446	0.3819500915	0.2412796452
447	0.381916156	0.2411403682
448	0.3819025038	0.2410898147
449	0.3818747702	0.241029703
450	0.3818654895	0.240950495
451	0.3818401329	0.2409915261
452	0.3817994625	0.2408646423
453	0.3817604105	0.2406146048
454	0.3817410182	0.2406146048
455	0.3817256229	0.2404847717
456	0.3816903154	0.2404436522
457	0.3816741148	0.2405228758
458	0.3816441109	0.2407224048
459	0.3816120512	0.2412796452
460	0.38158706	0.2416277413
461	0.3815631994	0.2413588312
462	0.3815298395	0.2418269611
463	0.3815085108	0.241605955
464	0.3814790066	0.241735619
465	0.3814298594	0.2424218441
466	0.3813727905	0.2421627612
467	0.3813470101	0.2424218441
468	0.3813292521	0.2427791406
469	0.3812899406	0.2428079617
470	0.3812461143	0.2426784866
471	0.3812258808	0.2430550059
472	0.3812070492	0.2429758607
473	0.3811760205	0.2427695351
474	0.3811404348	0.2428006329
475	0.3810950321	0.2427503264
476	0.3810413297	0.2428678827
477	0.3810057164	0.242908573
478	0.3809614917	0.2432849401
479	0.3809478161	0.2434431742
480	0.3808966367	0.2437692855
481	0.3808834848	0.2436785248
482	0.3808596746	0.2434218336
483	0.3808428781	0.2437094477
484	0.3808197412	0.2437789295
485	0.3808028365	0.2437982196
486	0.3807623719	0.2440761106
487	0.3807245657	0.2436998061
488	0.38069567	0.2439854384
489	0.3806649873	0.2449576841
490	0.3806345663	0.2448882737
491	0.3805993947	0.2448075325
492	0.3805816548	0.2447477745
493	0.3805451814	0.2450658545
494	0.3804893966	0.2449851632
495	0.3804503974	0.2446185502
496	0.3804140407	0.2450755478
497	0.3803853692	0.2454710861
498	0.3803721569	0.2455307704
499	0.3803454364	0.2455613112
500	0.3803181241	0.2457694133
501	0.380291029	0.2460966837
502	0.380271025	0.2462450593
503	0.3802471294	0.2462547927
504	0.3802230307	0.2460966837
505	0.380171302	0.2461550627
506	0.3801461601	0.2462851723
507	0.3801242934	0.246522289
508	0.3801003568	0.2464335112
509	0.3800762623	0.2462949057
510	0.3800387981	0.246522289
511	0.3799936004	0.2465417754
512	0.3799767784	0.2466803667
513	0.3799222389	0.2471554994
514	0.3798964393	0.2471457354
515	0.3798691977	0.2470755612
516	0.379829121	0.2470062838
517	0.379810189	0.2469272418
518	0.3797896338	0.2468774704
519	0.3797711398	0.247144833
520	0.3797326966	0.247233639
521	0.3796914304	0.2473029046
522	0.3796731456	0.2475505689
523	0.3796365828	0.247580677
524	0.3796034353	0.2478575096
525	0.3795749974	0.2476596753
526	0.3795553855	0.2481440531
527	0.3795392682	0.2482230295
528	0.3795241441	0.2481636522
529	0.3794894557	0.2482524387
530	0.3794609051	0.2482922014
531	0.3794054207	0.2483417562
532	0.3793830961	0.2485688341
533	0.3793402392	0.2489046773
534	0.3793140333	0.2489145022
535	0.3792730129	0.2488057168
536	0.3792561156	0.2487860724
537	0.3792084719	0.2492305264
538	0.379180166	0.2496449424
539	0.3791589695	0.2496350941
540	0.3791140432	0.2499802792
541	0.3790843087	0.2503450724
542	0.3790676436	0.2502169283
543	0.3790549484	0.2506998935
544	0.3790209238	0.2501972542
545	0.3789714376	0.2502959047
546	0.3789371395	0.2509169789
547	0.3789143036	0.2513109648
548	0.3788803235	0.2512126829
549	0.378835894	0.2513898198
550	0.3788077836	0.251438934
551	0.3787630365	0.2517736087
552	0.378746406	0.2519014778
553	0.3787227829	0.252137931
554	0.378701033	0.2522458629
555	0.3786887593	0.2526100146
556	0.3786463348	0.2521187276
557	0.3786289939	0.2525320197
558	0.3786063681	0.2529251861
559	0.3785484167	0.2532393368
560	0.3785012792	0.253661994
561	0.3784927745	0.253710776
562	0.3784681452	0.2540744823
563	0.3784353913	0.2541432114
564	0.378424019	0.254093199
565	0.3783992844	0.2541919232
566	0.3783788096	0.2543106842
567	0.3783668228	0.2545654912
568	0.3783335812	0.2549575071
569	0.3782953831	0.2549775714
570	0.3782546761	0.2551333491
571	0.3782286675	0.2551132788
572	0.3782069896	0.2552605703
573	0.3781797651	0.254818661
574	0.3781402911	0.2553091081
575	0.3781165758	0.2552706104
576	0.378093487	0.2552220605
577	0.3780475359	0.2551433854
578	0.3780062134	0.2555066079
579	0.3779844133	0.2558596822
580	0.3779323092	0.2562025715
581	0.3779013703	0.2562227203
582	0.3778661483	0.2560956426
583	0.3778418028	0.2564304255
584	0.3778218113	0.2562932662
585	0.3778062817	0.256341684
586	0.3777617822	0.2567046795
587	0.3777513968	0.2567732295
588	0.377719678	0.2568316754
589	0.3776993191	0.2564889099
590	0.3776603655	0.2565574738
591	0.377645117	0.2565272098
592	0.3776140083	0.2569384386
593	0.3775852745	0.2571338731
594	0.3775793373	0.2570653669
595	0.3775635404	0.2574280773
596	0.3775527264	0.2576233889
597	0.3775146851	0.2576132657
598	0.3775110145	0.2576436375
599	0.3775015933	0.2576031434
600	0.3774801624	0.2576918543
601	0.3774396891	0.2579453938
602	0.3774078909	0.2580923947
603	0.3773645396	0.2581608202
604	0.3773219025	0.258051846
605	0.3772882532	0.2581405397
606	0.3772500696	0.2581988139
607	0.3772330825	0.2585306475
608	0.3772060352	0.2588142913
609	0.3771746183	0.2587154523
610	0.3771577134	0.2588623248
611	0.3771203958	0.2587939698
612	0.3771195757	0.2587939698
613	0.3770924643	0.2591051805
614	0.3770736716	0.2592214723
615	0.3770349385	0.25920113
616	0.377029784	0.25920113
617	0.376999818	0.2595629487
618	0.3769681607	0.2594946642
619	0.3769177238	0.2593580789
620	0.3768946682	0.2595252109
621	0.376884262	0.2598360334
622	0.3768622738	0.2597575805
623	0.3768509907	0.2597473915
624	0.3768397142	0.2599042912
625	0.3767944501	0.2598258414
626	0.3767729374	0.2603137255
627	0.3767295589	0.260579676
628	0.3766886202	0.2604910189
629	0.3766601599	0.2608422869
630	0.3766503348	0.2607740873
631	0.3766248315	0.2609002509
632	0.3765823791	0.2609104811
633	0.3765627384	0.2610263849
634	0.3765306844	0.260879793
635	0.3764832977	0.260995688
636	0.3764736941	0.2609275158
637	0.3764501626	0.2610331583
638	0.3764361507	0.2613431549
639	0.3764144122	0.2612068966
640	0.3763946754	0.2612068966
641	0.3763738536	0.2610808481
642	0.3763358273	0.261721045
643	0.3763022055	0.2618674604
644	0.3762700232	0.2615848643
645	0.3762393107	0.2619252761
646	0.3762160275	0.2619047619
647	0.3761988409	0.2622552858
648	0.3761706376	0.2622860947
649	0.3761427578	0.2622488544
650	0.3761049635	0.2627148506
651	0.3760615757	0.2624902114
652	0.3760076739	0.2629085927
653	0.3759815251	0.2631228716
654	0.375965089	0.2631434723
655	0.3759508784	0.2633309843
656	0.3759296176	0.2630383712
657	0.375897485	0.2632156003
658	0.3758923669	0.2630115528
659	0.3758815485	0.2631475898
660	0.3758550132	0.263069272
661	0.3758204717	0.2635452552
662	0.3757912805	0.2635865309
663	0.3757815158	0.2637328217
664	0.3757288587	0.2635391784
665	0.3757102114	0.2636071736
666	0.3756928444	0.2631620182
667	0.3756769268	0.2631042858
668	0.3756382295	0.2633083944
669	0.3756069814	0.2634918148
670	0.3755718031	0.2634134879
671	0.3755627559	0.2634711779
672	0.3755548187	0.2634031721
673	0.3755175402	0.2635865309
674	0.3754961357	0.2637061404
675	0.3754379491	0.2637741317
676	0.375398937	0.2636278195
677	0.3753686075	0.2635701418
678	0.375359235	0.2638214565
679	0.3753395742	0.264464104
680	0.3753293134	0.2643961636
681	0.3753165125	0.2647254511
682	0.3753032229	0.2645999687
683	0.3752867628	0.2644744568
684	0.3752639725	0.2646989744
685	0.3752273602	0.2649499061
686	0.3751893376	0.2652422321
687	0.3751510558	0.265388378
688	0.3751290814	0.2656598458
689	0.3751106564	0.2657069087
690	0.3751025012	0.2657851498
691	0.3750722879	0.2661034847
692	0.3750509398	0.266046075
693	0.3750227647	0.2661504771
694	0.3750087441	0.2666145426
695	0.3749720003	0.2667240099
696	0.3749562539	0.2666562402
697	0.3749180179	0.2668804004
698	0.3748850758	0.2672295845
699	0.3748716792	0.2674223178
700	0.3748614443	0.2672659762
701	0.3748286893	0.2673650471
702	0.3748189012	0.2675214009
703	0.374780533	0.2681878565
704	0.3747443449	0.2681097132
705	0.3747173365	0.2681306658
706	0.3747011151	0.2682659998
707	0.3746621725	0.2682659998
708	0.3746461408	0.2684794499
709	0.3745906582	0.2686928666
710	0.3745825928	0.2686928666
711	0.3745533097	0.2687138615
712	0.3745312175	0.2687138615
713	0.3745188689	0.2687709977
714	0.3744899896	0.2690369213
715	0.3744425347	0.2692758378
716	0.3744269405	0.2690880687
717	0.3744065217	0.2688747412
718	0.3743682625	0.2692908466
719	0.3743357036	0.2692232593
720	0.3742965047	0.26971732
721	0.3742668801	0.2697743422
722	0.3742547735	0.2696708189
723	0.374227307	0.2697699848
724	0.3742160356	0.2698375508
725	0.3742106649	0.2699261921
726	0.3741909101	0.2700718525
727	0.3741468455	0.2699410456
728	0.3741206519	0.2700042957
729	0.374110064	0.2699261921
730	0.3740768536	0.2700359319
731	0.3740496492	0.2702702703
732	0.374010156	0.2702597149
733	0.3739828589	0.2705298918
734	0.3739548649	0.2704053737
735	0.3739310763	0.2704940441
736	0.373906713	0.2705298918
737	0.3738748572	0.2709813412
738	0.3738565425	0.2711837945
739	0.373846177	0.2711163154
740	0.3738237403	0.2711057336
741	0.3737899816	0.2714642523
742	0.3737638243	0.2715991571
743	0.3737431503	0.2714642523
744	0.3737210171	0.2716560012
745	0.3737072765	0.271499922
746	0.3736850129	0.2714073843
747	0.3736600862	0.2712618555
748	0.3736237094	0.2711586508
749	0.3736099367	0.2712155516
750	0.373596464	0.2714179774
751	0.373587419	0.2714179774
752	0.3735749632	0.2715635001
753	0.3735316826	0.2719469372
754	0.3734994601	0.2723052315
755	0.3734691423	0.2725960601
756	0.3734447224	0.2726528065
757	0.3734188005	0.272808831
758	0.3733804455	0.2724719101
759	0.3733648511	0.2726953536
760	0.3733388163	0.2726953536
761	0.3732958303	0.2727485563
762	0.3732808914	0.2728017797
763	0.3732585272	0.2727450139
764	0.3732109645	0.2726101721
765	0.3731837982	0.272837242
766	0.3731602896	0.2729578894
767	0.3731374086	0.2731494127
768	0.373108038	0.2730607148
769	0.3730952196	0.2731280971
770	0.3730405915	0.2726633872
771	0.3730215918	0.2724397767
772	0.3729897422	0.2728159507
773	0.3729676966	0.2730394069
774	0.3729504048	0.2735536223
775	0.3729015183	0.2737022737
776	0.3728713185	0.273432929
777	0.372841859	0.2735676118
778	0.3728144317	0.2738155586
779	0.3727913752	0.2738615097
780	0.3727601927	0.2742514036
781	0.3727090611	0.274315576
782	0.3726885555	0.274315576
783	0.3726584197	0.2743400788
784	0.3726088016	0.2746978558
785	0.3725647182	0.2747299879
786	0.372558224	0.2751120639
787	0.3725436447	0.2751120639
788	0.3725236348	0.274843086
789	0.3725115154	0.2748538012
790	0.3724985245	0.2749210557
791	0.3724823242	0.2751335126
792	0.3724496482	0.27516857
793	0.3724355908	0.2750877193
794	0.3724116259	0.2752436647
795	0.3723881622	0.2749210557
796	0.372345051	0.2751900214
797	0.3723222105	0.2754589033
798	0.372298008	0.2762086564
799	0.372284824	0.2761522578
800	0.372272552	0.2759749114
801	0.3722679875	0.2759856631
802	0.3722304113	0.2759856631
803	0.3722255843	0.2759641605
804	0.3722018557	0.276098473
805	0.3721658799	0.2765659084
806	0.3721264883	0.2760528264
807	0.3721175366	0.2762650462
808	0.3720821415	0.2765659084
809	0.3720493715	0.2769338631
810	0.372018999	0.2767888443
811	0.3719663052	0.2768667472
812	0.3719453207	0.2772261807
813	0.3719346321	0.2770920136
814	0.3719222937	0.2770357101
815	0.3719017034	0.2770249221
816	0.3718720132	0.2768236165
817	0.3718644708	0.2769015072
818	0.3718475461	0.2769578255
819	0.3718188122	0.2770572886
820	0.3717841709	0.2769362564
821	0.3717567688	0.2772369753
822	0.3717162386	0.2774165921
823	0.3716875726	0.2772261807
824	0.3716676932	0.2772045941
825	0.3716323829	0.2776956014
826	0.371596863	0.27748365
827	0.3715764137	0.2778534459
828	0.3715693882	0.2777972368
829	0.3715588335	0.277864259
830	0.3715341381	0.2780544747
831	0.3715064973	0.2780199253
832	0.3715008366	0.2782101167
833	0.3714952183	0.2783332685
834	0.3714735624	0.2782771098
835	0.3714348155	0.2787350733
836	0.371397437	0.2787784478
837	0.3713660621	0.2790136901
838	0.3713465236	0.2790697674
839	0.3713068025	0.2792488044
840	0.3713023602	0.2791818959
841	0.3712758188	0.2793826057
842	0.3712474399	0.2795163861
843	0.3712370764	0.2796501458
844	0.371194027	0.2795506666
845	0.3711738546	0.279539801
846	0.3711358684	0.2798289934
847	0.3711311413	0.279861624
848	0.3711013057	0.2799844539
849	0.3710562086	0.2801523158
850	0.3710406435	0.2802082524
851	0.371013827	0.2802206339
852	0.3709735373	0.2803651194
853	0.3709617743	0.2804769117
854	0.3709443148	0.2804210199
855	0.3709332578	0.2805327948
856	0.3709142773	0.2806104617
857	0.3709026155	0.2805654808
858	0.3708768147	0.2805872757
859	0.3708503862	0.2805763778
860	0.3708276185	0.2806540568
861	0.3708143266	0.2809865993
862	0.370804936	0.2809756855
863	0.3707824252	0.2810861205
864	0.3707621631	0.2811650485
865	0.3707583424	0.2813543527
866	0.370716871	0.2814550254
867	0.3707041493	0.2814998835
868	0.3706833903	0.2813664596
869	0.3706594823	0.2815119528
870	0.3706491121	0.281645324
871	0.3706372757	0.2821786019
872	0.3706298201	0.2822561874
873	0.3706093581	0.2821776415
874	0.3705625723	0.2825884544
875	0.3705529491	0.2826432812
876	0.3705162762	0.2825876053
877	0.3705005049	0.2825209562
878	0.3704709024	0.2826542491
879	0.3704490327	0.2820761676
880	0.3704140757	0.2823529412
881	0.3703877523	0.2823300971
882	0.3703814872	0.2823081702
883	0.3703681778	0.2821199767
