iter	Logloss	F1
884	0.3703336385	0.2826973097
885	0.3703170117	0.2829866501
886	0.3702964009	0.2829866501
887	0.3702803874	0.2834749544
888	0.3702570442	0.2835861427
889	0.3702502962	0.2837523277
890	0.3702412891	0.2837193064
891	0.3702274457	0.2834303454
892	0.3702097886	0.2836631742
893	0.37018316	0.284007139
894	0.3701379268	0.2843399666
895	0.3701324775	0.2842068511
896	0.3701167303	0.2842734114
897	0.3700942102	0.2841513094
898	0.3700568417	0.2840847366
899	0.3700291614	0.2840622453
900	0.3700131588	0.2844616877
901	0.369978418	0.2843175293
902	0.3699457874	0.2843840931
903	0.3699184511	0.2842509603
904	0.3698818894	0.2846392552
905	0.3698317824	0.2848940957
906	0.3698052383	0.2847168348
907	0.3697850324	0.2847833676
908	0.3697540032	0.2848388473
909	0.3697365621	0.2849939883
910	0.3697072874	0.2847057911
911	0.369684782	0.2850938421
912	0.3696764277	0.2850273394
913	0.3696526665	0.2849606269
914	0.3696214814	0.2851047324
915	0.3696085354	0.2855369817
916	0.3695953068	0.285270957
917	0.3695553158	0.2852156376
918	0.369529245	0.2854040639
919	0.369493183	0.2857364461
920	0.3694865356	0.2857364461
921	0.3694624649	0.2858361444
922	0.3694327528	0.2858028999
923	0.3694251886	0.2857918201
924	0.3694043858	0.2857253625
925	0.3693839403	0.2861130495
926	0.3693506482	0.2865669328
927	0.3693267925	0.2866111219
928	0.3693029728	0.2870094146
929	0.3692686855	0.2865778053
930	0.3692419247	0.2864450128
931	0.3692149566	0.2861351215
932	0.3691908755	0.2861793659
933	0.3691747258	0.2864339133
934	0.3691547001	0.2864561132
935	0.3691249051	0.2866444462
936	0.369113206	0.2867108476
937	0.3690860952	0.286843635
938	0.3690564663	0.2867769556
939	0.369031809	0.2868433287
940	0.3689948206	0.2871417506
941	0.3689771929	0.2877274487
942	0.3689571877	0.2879597367
943	0.3689318296	0.2878934531
944	0.3688882433	0.2883022374
945	0.3688610906	0.2883573309
946	0.3688276851	0.2884786563
947	0.3688050516	0.288633461
948	0.3687656898	0.2888656682
949	0.3687238784	0.2888656682
950	0.3687101648	0.2888329785
951	0.3686705806	0.2888329785
952	0.3686428367	0.2889103929
953	0.3686188443	0.2886893241
954	0.3685869479	0.2889757381
955	0.3685505916	0.2895052416
956	0.3685141497	0.2895510836
957	0.368501589	0.289683461
958	0.3684704804	0.2900792883
959	0.3684566373	0.2900355872
960	0.3684402327	0.2900355872
961	0.3684264309	0.2901353965
962	0.3684122652	0.2901029173
963	0.3683692004	0.290114142
964	0.3683373825	0.2900916934
965	0.368314017	0.2896610432
966	0.368296795	0.2896722517
967	0.3682812909	0.2895836558
968	0.368260144	0.2897048013
969	0.3682355187	0.289837131
970	0.3682177786	0.2898920738
971	0.3682140261	0.2899582237
972	0.3681861194	0.2901129506
973	0.3681732941	0.2902888966
974	0.3681596766	0.2902003249
975	0.3681129648	0.2906643979
976	0.368070901	0.2906207697
977	0.368044439	0.2907642327
978	0.3680088099	0.2906981242
979	0.3679884162	0.2905771314
980	0.3679839678	0.2904997679
981	0.3679463885	0.2909737799
982	0.3679229207	0.2910511254
983	0.3679053828	0.2908092217
984	0.3678686008	0.2909076846
985	0.3678372937	0.2911832947
986	0.3677865684	0.2914168568
987	0.3677647081	0.2919792714
988	0.3677355273	0.2917923726
989	0.3677077147	0.2919454004
990	0.367692629	0.2919454004
991	0.3676563162	0.292132225
992	0.367647894	0.2922755741
993	0.3676227404	0.2922981751
994	0.3676024268	0.2925075389
995	0.3675848512	0.2924415233
996	0.3675679066	0.2926508679
997	0.3675312482	0.2923868074
998	0.3675161241	0.2922886534
999	0.367509062	0.2925188479
